firm,year,lk,llabor,lfuel,lny,trend,llabor2,lfuel2,lk2,labfue2,labk2,fuek2
19,86,-.28869321,-.24913791,-.40175979,-.18458549,1,.03103485,.08070546,.04167188,.10009359,.07192442,.11598532
19,87,.20245773,-.22613883,-.32765346,-.10165224,2,.02556939,.0536784,.02049457,.07409517,-.04578355,-.06633598
19,88,.17799485,-.24407465,-.2285331,-.06849051,3,.02978622,.02611369,.01584108,.05577914,-.04344403,-.04067772
19,89,.15563621,-.19721034,-.37077593,-.12250522,4,.01944596,.0687374,.01211132,.07312085,-.03069307,-.05770616
19,90,.14393477,-.21913572,-.401161,-.09565501,5,.02401023,.08046508,.01035861,.0879087,-.03154125,-.05774102
19,91,.13334426,-.27745387,-.47364802,-.0480553,6,.03849033,.11217122,.00889035,.13141548,-.03699688,-.06315824
19,92,.11106973,-.35949303,-.48070308,-.0736788,7,.06461762,.11553772,.00616824,.17280941,-.03992879,-.05339156
19,93,.09652152,-.25083142,-.40611177,-.01726681,8,.0314582,.08246338,.0046582,.10186559,-.02421063,-.03919853
19,94,.08908127,-.30034219,-.33763963,.00613368,9,.04510272,.05700026,.00396774,.10140743,-.02675487,-.03007737
19,95,.0654015,-.38678709,-.28673478,.03792462,10,.07480213,.04110842,.00213868,.11090531,-.02529646,-.01875289
19,96,.05323314,-.31876551,-.37447912,.07774659,11,.05080573,.07011731,.00141688,.11937103,-.01696889,-.0199347
20,86,-.13173636,-.16792448,-.26884628,-.19637034,1,.01409932,.03613916,.00867723,.04514587,.02212176,.03541683
20,87,-.15788011,-.47238722,-.25028171,-.03192953,2,.11157484,.03132047,.01246306,.11822988,.07458055,.0395145
20,88,-.18264176,-.23610981,-.16958052,.05538518,3,.02787392,.01437878,.01667901,.04003962,.04312351,.03097248
20,89,-.20941673,-.3228555,-.4215357,-.07271317,4,.05211784,.08884617,.02192768,.13609512,.06761134,.08827663
20,90,-.23576419,-.34170227,-.44737299,-.04035253,5,.05838022,.1000713,.02779238,.15286837,.08056116,.10547453
20,91,-.26779417,-.25891487,-.36386504,.04519589,6,.03351845,.06619888,.03585686,.09421007,.06933589,.09744094
20,92,-.26312248,-.28050463,-.41820463,.0114787,7,.03934142,.08744756,.03461672,.11730833,.07380707,.11003904
20,93,-.27789113,-.37808717,-.3189635,.09829301,8,.07147496,.05086886,.03861174,.12059601,.10506707,.08863713
20,94,-.29567054,-.35854873,-.36666371,.13412253,9,.06427859,.06722114,.04371053,.1314668,.10601229,.10841165
20,95,-.17416464,-.30034219,-.25775399,.11486972,10,.04510272,.03321856,.01516666,.0774144,.05230899,.04489163
20,96,-.17188841,-.31695314,-.32274543,.19381382,11,.05022965,.05208231,.01477281,.10229518,.05448057,.0554762
21,86,-.44767692,.28600879,-.60135088,-.49578722,1,.04090051,.18081144,.10020731,-.17199164,-.12803953,.26921091
21,87,-.45649159,.27879935,-.69883899,-.44487168,2,.03886454,.24418797,.10419229,-.19483585,-.12726956,.31901412
21,88,-.43389455,.23337177,-.65630134,-.44083739,3,.02723119,.21536573,.09413224,-.15316221,-.10125874,.28476557
21,89,-.43313525,.08745518,-.70956246,-.32470835,4,.0038242,.25173944,.09380307,-.06205492,-.03787992,.30733651
21,90,-.46156591,-.04340393,-.64738215,-.22631667,5,.00094195,.20955183,.10652154,.02809893,.02003377,.29880953
21,91,.08122024,.04392307,-.64649901,-.15283033,6,.00096462,.20898048,.00329836,-.02839622,.00356744,-.05250881
21,92,.06655601,-.06745108,-.63654416,-.13718862,7,.00227482,.20259424,.00221485,.04293559,-.00448928,-.04236584
21,93,.041993,-.150526,-.4626681,-.09788058,8,.01132904,.10703089,.00088171,.06964358,-.00632104,-.01942882
21,94,.01868038,-.18642533,-.54200102,-.12531523,9,.0173772,.14688255,.00017448,.10104272,-.0034825,-.01012478
21,95,.01706916,-.17261568,-.52235588,-.10847888,10,.01489809,.13642783,.00014568,.09016682,-.0029464,-.00891618
21,96,-.00774804,-.15475111,-.50049224,.01764566,11,.01197395,.12524624,.00003002,.07745173,.00119902,.00387783
22,86,-.08900684,.20959256,-.61805599,-.49177064,1,.02196452,.1909966,.00396111,-.12953994,-.01865517,.05501121
22,87,.28392655,.09497961,-.24829388,-.26055635,2,.00451056,.03082493,.04030714,-.02358286,.02696723,-.07049723
22,88,.27582366,.06577163,.04764813,-.02013961,3,.00216295,.00113517,.03803934,.00313389,.01814137,.01314248
22,89,.25209125,.07560272,-.00305974,.00241432,4,.00285789,4.681e-06,.031775,-.00023132,.01905878,-.00077133
22,90,.2327046,.03695658,-.04841119,.01238971,5,.00068289,.00117182,.02707572,-.00178911,.00859997,-.01126551
22,91,.23752382,.13840097,.0664958,.01481456,6,.00957741,.00221085,.02820878,.00920308,.03287353,.01579434
22,92,.21862969,.044554,.07786156,.05104948,7,.00099253,.00303121,.02389947,.00346904,.00974083,.01702285
22,93,.23000772,.0907729,.08291125,.0694079,8,.00411986,.00343714,.02645178,.00752609,.02087847,.01907023
22,94,.21518571,.04549953,.09019886,.06583775,9,.0010351,.00406792,.02315244,.00410401,.00979085,.01940951
22,95,.19167173,.07131352,.08385434,.1045905,10,.00254281,.00351578,.01836903,.00597995,.01366879,.01607251
22,96,.19769848,-.06357857,-.02493695,.0732627,11,.00202112,.00031093,.01954234,.00158546,-.01256939,-.00493
23,86,-.96507446,-.56484585,-2.8169551,-2.2030238,1,.15952541,3.9676179,.46568435,1.5911454,.5451183,2.7185714
23,87,-.5937475,-.57124683,-2.6929604,-2.2593563,2,.16316147,3.6260179,.17626805,1.5383451,.33917638,1.5989385
23,88,-.62276237,-.47503488,-2.3563581,-1.7250561,3,.11282907,2.7762116,.19391649,1.1193523,.29583385,1.4674511
23,89,-.64884692,-1.1660634,-2.1953409,-1.6421082,4,.67985189,2.4097607,.21050116,2.5599066,.75659663,1.4244402
23,90,-.67787591,-1.2464588,-2.0165219,-1.5178649,5,.77682982,2.0331804,.22975788,2.5135116,.84494443,1.3669516
23,91,-.70585771,-1.2115258,-1.6024666,-1.1719662,6,.73389739,1.2839497,.24911755,1.9414297,.85516483,1.1311134
23,92,-.73134166,-1.0437053,-1.4746394,-1.008869,7,.54466035,1.0872807,.26743031,1.5390889,.76330515,1.0784652
23,93,-.75024053,-1.0493391,-1.5485324,-1.1877181,8,.55055629,1.1989763,.28143043,1.6249356,.78725674,1.1617717
23,94,-.77433094,-1.0233153,-1.5217706,-1.0084724,9,.52358711,1.1578929,.2997942,1.5572512,.79238471,1.1783541
23,95,-.79141429,-1.3439504,-1.9025999,-1.5253926,10,.90310128,1.8099433,.31316829,2.5569999,1.0636215,1.5057448
23,96,-.80506661,-1.4834595,-2.1748502,-1.6240902,11,1.100326,2.3649866,.32406612,3.2263021,1.1942837,1.7508993
24,86,.39874388,.307088,.37478789,.5319328,1,.04715152,.07023298,.07949834,.11509286,.12244946,.14944438
24,87,.37118451,.28029517,.25482946,.52833719,2,.03928269,.03246903,.06888897,.07142747,.10404123,.09458875
24,88,.35210275,.3179433,.34111725,.51669595,3,.05054397,.05818049,.06198817,.10845594,.11194871,.12010832
24,89,.3325903,.38498285,.3237606,.58548301,4,.0741059,.05241046,.05530816,.12464228,.12804156,.10767964
24,90,.31511052,.31192712,.30273198,.63818775,5,.04864926,.04582333,.04964732,.09443032,.09829152,.09539403
24,91,.30518662,.27053174,.37576233,.66300607,6,.03659371,.07059866,.04656944,.10165564,.08256267,.11467763
24,92,.29256712,.2619415,.37957154,.6511244,7,.03430667,.07203728,.04279776,.09942554,.07663547,.11105015
24,93,.30107473,.1449827,.3945714,.67159263,8,.01050999,.07784329,.045323,.05720603,.04365063,.11879548
24,94,.36129348,.15491609,.47504996,.71383662,9,.0119995,.11283623,.06526649,.07359288,.05597017,.17163246
24,95,.44811757,-.12032369,.45125959,.7319145,10,.0072389,.10181761,.10040468,-.05429722,-.05391916,.20221735
24,96,.43655278,-.328335,.30936095,.66567289,11,.05390193,.0478521,.09528916,-.10157403,-.14333555,.13505238
25,86,.75674592,.78542455,1.0455386,.05022522,1,.30844586,.54657544,.28633219,.82119165,.59436682,.79120704
25,87,.73771035,.73549119,-.27835105,.13081624,2,.27047364,.03873965,.27210828,-.20472474,.54257946,-.20534245
25,88,.73321074,.64836486,.16614784,.16572836,3,.2101885,.01380255,.26879899,.10772442,.47538808,.12182138
25,89,.73366491,.74289109,.49947624,.2409998,4,.27594358,.12473826,.2691321,.37105645,.54503312,.36644819
25,90,.71625183,.68309944,.39551119,.02869384,5,.23331242,.07821455,.25650834,.27017348,.48927122,.28328561
25,91,.71583726,.70141524,.25135866,-.00779239,6,.24599167,.03159059,.25621149,.1763068,.50209916,.1799319
25,92,.74817987,.61148623,.13691126,-.10982078,7,.1869577,.00937235,.27988656,.08371935,.45750169,.10243425
25,93,.73811912,.44696596,-.44304216,-.19293029,8,.09988929,.09814318,.27240992,-.19802476,.32991413,-.32701789
25,94,.74533316,.32796959,-.94391408,-.21878806,9,.05378203,.4454869,.27776076,-.30957511,.24444661,-.70353046
25,95,.74701931,.32963095,-.23649801,-.31957341,10,.05432828,.02796566,.27901892,-.07795707,.24624069,-.17666858
25,96,.71733527,.14069515,-.52964657,-.34149369,11,.00989756,.14026274,.25728495,-.07451871,.1009256,-.37993417
26,86,-1.7459832,-1.1950509,-1.6175434,-1.8786886,1,.71407336,1.3082233,1.5242286,1.9330467,2.0865388,2.8242035
26,88,-1.7886905,-1.6857465,-1.4956032,-1.6258112,3,1.4208706,1.1184145,1.5997069,2.5212079,3.0152787,2.6751713
26,89,-1.8168983,-1.5542188,-1.3463333,-1.3692358,4,1.2077981,.90630668,1.6505596,2.0924966,2.8238575,2.4461506
26,90,-1.7978759,-1.5636234,-1.4266402,-1.3493848,5,1.222459,1.0176511,1.6161788,2.2307279,2.8112007,2.564922
26,91,-1.8098998,-1.5604786,-1.4767296,-1.3867929,6,1.2175468,1.0903652,1.6378686,2.304405,2.8243099,2.6727326
26,92,-1.8262996,-1.5084792,-1.3196471,-1.3037323,7,1.1377547,.87073427,1.667685,1.9906602,2.7549349,2.410071
26,93,-1.8425398,-1.5542188,-1.3324483,-1.3659925,8,1.2077981,.8877092,1.6974765,2.0709162,2.8637101,2.455089
26,94,-1.8720152,-1.5326131,-1.1855859,-1.2572191,9,1.1744515,.70280695,1.7522204,1.8170445,2.869075,2.2194348
26,95,-1.8798116,-1.3669693,-1.2282804,-1.2115133,10,.93430252,.75433638,1.7668459,1.6790216,2.5696448,2.3089358
26,96,-1.892179,-1.2814683,-1.2673074,-1.1668521,11,.82108056,.80303402,1.7901707,1.6240143,2.4247675,2.3979724
27,86,-.25635926,-.66994867,-.75107679,-.62359474,1,.22441561,.28205818,.03286004,.5031829,.17174755,.19254549
27,87,-.28053937,-.61968682,-.70435781,-.49252654,2,.19200588,.24805997,.03935117,.43648125,.17384655,.19760009
27,88,-.27801235,-.60327805,-.70003345,-.51165795,3,.1819722,.24502342,.03864543,.42231482,.16771875,.19461794
27,89,-.29958041,-.67706145,-.6408799,-.46898653,4,.2292061,.20536353,.04487421,.43391508,.20283435,.19199506
27,90,-.31052407,-.54361116,-.7908988,-.36940943,5,.14775655,.31276046,.0482126,.42994142,.16880435,.24559312
27,91,-.31057236,-.57534157,-.71760221,-.49049794,6,.16550896,.25747647,.04822759,.41286639,.17868519,.22286741
27,92,-.32984735,-.70870555,-.73040017,-.48719166,7,.25113178,.26674221,.05439964,.51763865,.23376464,.24092056
27,93,-.32097115,-.78162921,-.65902397,-.41671935,8,.30547211,.2171563,.05151124,.51511238,.25088043,.21152768
27,94,-.32329591,-.75672575,-.51142215,-.30099867,9,.28631693,.13077631,.05226012,.38700631,.24464634,.16534069
27,95,-.34562908,-.65080317,-.56807486,-.357465,10,.21177239,.16135453,.05972973,.36970492,.2249365,.19634319
27,96,-.34901497,-.4173464,-.60844976,-.28420809,11,.08708901,.18510556,.06090572,.25393432,.14566014,.21235808
28,86,1.1601263,1.1432714,1.0278682,.75751055,1,.65353471,.52825647,.67294653,1.1751322,1.3263392,1.1924569
28,87,1.1428882,1.099111,1.5294938,1.0320902,2,.60402251,1.1696757,.65309673,1.6810835,1.256161,1.7480405
28,88,1.1355559,1.0033832,1.3785929,.82874521,3,.50338896,.95025915,.64474363,1.383257,1.1393978,1.5654693
28,89,1.1173144,1.034448,1.23355,.76793487,4,.53504129,.76082279,.62419571,1.2760433,1.1558036,1.3782631
28,90,1.0962458,1.0022947,.87288435,.57948292,5,.50229734,.38096354,.60087742,.87488736,1.0987614,.9568958
28,91,1.0775532,.99622521,.96432387,.57451032,6,.49623234,.46496026,.5805605,.96068375,1.0734857,1.0391103
28,92,1.0749461,.75256956,1.2776,.78485352,7,.28318047,.81613093,.5777546,.9614829,.80897174,1.3733512
28,93,1.0677673,.73675464,1.2585986,.72907353,8,.2714037,.79203522,.5700635,.92727836,.7866825,1.3438904
28,94,1.0645793,.74084975,1.3327064,.86011626,9,.27442917,.8880532,.56666452,.98733521,.78869329,1.4187716
28,95,1.0677171,.52678151,.91926166,.67640516,10,.13874938,.422521,.5700099,.48425004,.56245363,.98151139
28,96,1.0537044,.3310527,.78061323,.46895204,11,.05479794,.30467851,.55514648,.25842411,.34883168,.82253559
29,86,-.15201704,.18687662,.07649875,-.00782304,1,.01746144,.00292603,.01155459,.01429583,-.02840843,-.01162911
29,87,-.16538028,.08654841,.16525314,.18733655,2,.00374531,.0136543,.01367532,.0143024,-.0143134,-.02732961
29,88,-.17552286,.0688542,.24110964,.19296522,3,.00237045,.02906693,.01540414,.01660141,-.01208549,-.04232025
29,89,-.19806031,-.00456737,.13327511,.18199822,4,.00001043,.00888113,.01961394,-.00060872,.00090461,-.02639651
29,90,-.21380662,.02705711,.06326695,.12812104,5,.00036604,.00200135,.02285663,.00171182,-.00578499,-.01352689
29,91,-.22038091,.09707641,.32128744,.18743003,6,.00471191,.05161281,.02428387,.03118943,-.02139379,-.07080562
29,92,-.22156458,.06793039,.3040067,.18895947,7,.00230727,.04621004,.02454543,.02065129,-.01505097,-.06735712
29,93,-.08895001,.10660594,.33022991,.16340219,8,.00568241,.0545259,.00395605,.03520447,-.0094826,-.02937396
29,94,-.10160643,-.08812185,.33461894,.17566662,9,.00388273,.05598492,.00516193,-.02948724,.00895375,-.03399944
29,95,-.10471374,-.05622686,.3946649,.24812215,10,.00158073,.07788019,.00548248,-.02219077,.00588772,-.04132684
29,96,-.12006749,-.1651981,.30477985,.27434275,11,.01364521,.04644538,.0072081,-.05034905,.01983492,-.03659415
30,86,1.4561943,1.874369,1.6809061,1.7223367,1,1.7566296,1.4127226,1.0602509,3.1506383,2.7294455,2.4477258
30,87,1.4500807,1.7426575,1.6669655,1.6736127,2,1.5184276,1.389387,1.051367,2.90495,2.526994,2.4172345
30,88,1.4330955,1.6981008,1.6981313,1.6914545,3,1.4417731,1.441825,1.0268814,2.8835981,2.4335407,2.4335844
30,89,1.409771,1.5769249,1.7333302,1.7105723,4,1.2433461,1.5022167,.99372714,2.7333315,2.223103,2.4435986
30,90,1.390967,1.5284923,1.4065184,1.6797491,5,1.1681444,.98914701,.96739453,2.1498526,2.1260823,1.9564206
30,91,1.3729577,1.3613992,1.4735715,1.6569653,6,.92670392,1.0857065,.94250646,2.0061191,1.8691436,2.0231513
30,92,1.3541003,.91377492,1.561761,1.6093765,7,.41749231,1.2195487,.91679386,1.4270981,1.2373429,2.1147811
30,93,1.3354137,1.1392692,1.5912048,1.6116859,8,.64896721,1.2659664,.89166482,1.8128107,1.5213957,2.1249166
30,94,1.314103,1.0350338,1.6228408,1.5940995,9,.53564744,1.3168061,.86343333,1.679695,1.360141,2.1325799
30,95,1.2909537,.92036425,1.5268437,1.5970513,10,.42353517,1.1656258,.83328077,1.4052523,1.1881477,1.9710845
30,96,1.2965752,.85383591,1.5187056,1.6838245,11,.36451788,1.1532334,.84055358,1.2967254,1.1070624,1.969116
31,86,.58124198,1.0650314,.78116745,.6355014,1,.56714589,.30511129,.16892112,.83196782,.61904093,.45404731
31,87,.55147356,.95089314,.70372083,.72590707,2,.45209888,.2476115,.15206154,.66916331,.52439242,.38808343
31,88,.65138638,.83470134,.74010795,.73839128,3,.34836316,.27387989,.21215211,.61776909,.54371309,.48209624
31,89,.65900774,.74899011,.84134357,.86673216,4,.28049309,.3539295,.2171456,.63015801,.49359028,.55445192
31,90,.67054807,.7400635,.42969192,.59923562,5,.273847,.09231757,.22481736,.31799931,.49624815,.28812908
31,91,.71381112,.71166337,.74806266,.70779949,6,.25323238,.27979887,.25476316,.5323688,.50799323,.53397545
31,92,.70639741,.5724516,.66890539,.70857361,7,.16385041,.22371721,.24949865,.38291596,.40437832,.47251303
31,93,.71007933,.55764758,.79618678,.77418322,8,.15548541,.3169567,.25210633,.44399163,.39597402,.56535577
31,94,.61857586,.31890246,.71473743,.70049169,9,.05084939,.2554248,.19131805,.22793153,.19726537,.44211932
31,95,.6718008,.39169126,.72015367,.77131458,10,.07671102,.25931065,.22565816,.2820779,.2631385,.48379981
31,96,.76610947,-.00159068,.68413995,.79035471,11,1.265e-06,.23402374,.29346186,-.00108825,-.00121864,.5241261
32,86,.0987215,.18578191,-.10655277,-.15664524,1,.01725746,.00567675,.00487297,-.01979558,.01834067,-.01051905
32,87,.0758213,.25889187,-.28321937,-.04567752,2,.0335125,.04010661,.00287443,-.07332319,.01962952,-.02147406
32,88,.24417406,.47031004,.08348572,.18096636,3,.11059577,.00348493,.02981049,.03926417,.11483751,.02038505
32,89,.19993967,.43038039,.00035162,.20796611,4,.09261364,6.182e-08,.01998794,.00015133,.08605011,.0000703
32,90,.16440987,.23571884,-.26480029,.11141067,5,.02778168,.0350596,.0135153,-.06241842,.0387545,-.04353578
32,91,.16846945,.27830021,-.01217762,.18894166,6,.0387255,.00007415,.01419098,-.00338903,.04688508,-.00205156
32,92,.1695707,.30222534,-.12998406,.16956767,7,.04567008,.00844793,.01437711,-.03928448,.05124856,-.02204149
32,93,.1895199,.36114246,-.05515659,.21529007,8,.06521194,.00152112,.0179589,-.01991939,.06844368,-.01045327
32,94,.18774486,-.01388525,.07497679,.30708418,9,.0000964,.00281076,.01762407,-.00104107,-.00260688,.01407651
32,95,.19217839,-.0209311,.12722605,.33263915,10,.00021906,.00809323,.01846627,-.00266298,-.00402251,.0244501
32,96,.18010417,-.20608491,.00025145,.37234638,11,.0212355,3.161e-08,.01621876,-.00005182,-.03711675,.00004529
33,86,-.84113045,-1.1618395,-.72448163,-.68003686,1,.67493552,.26243681,.35375022,.84173138,.97725859,.60938355
33,87,-.85371329,-1.197232,-.77987698,-.66398497,2,.71668223,.30410405,.36441319,.93369368,1.0220929,.66579134
33,88,-.88710087,-1.1430498,-.71569262,-.697451,3,.65328142,.25610796,.39347397,.81807231,1.0140005,.63489155
33,89,-.89086238,-1.120554,-.79435539,-.71665344,4,.62782059,.31550024,.39681789,.89011808,.99825937,.70766133
33,90,-.91639587,-1.1135011,-.77255708,-.61872331,5,.61994232,.29842222,.4198907,.86024314,1.0204078,.70796812
33,91,-.93886382,-1.1296957,-.77409366,-.54201287,6,.63810622,.2996105,.44073264,.87449031,1.0606305,.72676854
33,92,-.96673075,-1.0446421,-.87087918,-.59718452,7,.54563851,.37921527,.46728417,.90975702,1.0098876,.84190569
33,93,-.9749158,-1.0770258,-.76964072,-.57116866,8,.57999231,.29617342,.47523041,.82892293,1.0500095,.7503349
33,94,-1.0017193,-1.1852947,-.82225388,-.5445758,9,.70246182,.33805072,.50172073,.9746132,1.1873326,.82366754
33,95,-1.0261946,-1.0242332,-.80094398,-.48238768,10,.52452681,.32075563,.52653767,.82035341,1.0510626,.82192438
33,96,-1.0402275,-1.0251519,-.94425089,-.43957282,11,.52546821,.44580487,.54103665,.96800059,1.0663912,.98223576
34,86,-.07809359,.08926616,-.13157404,-.20876995,1,.00398422,.00865586,.0030493,-.01174511,-.00697111,.01027509
34,87,-.07515601,.07008461,-.13158284,-.1552634,2,.00245593,.00865702,.00282421,-.00922193,-.00526728,.00988924
34,88,-.06527954,.02061792,.04215073,-.01527158,3,.00021255,.00088834,.00213071,.00086906,-.00134593,-.00275158
34,89,-.05939357,-.02194167,.25457853,.12878639,4,.00024072,.03240511,.0017638,-.00558588,.00130319,-.01512033
34,90,-.05354904,.09497961,.12513353,.0216578,5,.00451056,.0078292,.00143375,.01188513,-.00508607,-.00670078
34,91,-.06063733,.1761519,.15938187,.01376164,6,.01551475,.01270129,.00183844,.02807542,-.01068138,-.00966449
34,92,.43176792,.11663256,.1166508,.10221125,7,.00680158,.0068037,.09321177,.01360528,.0503582,.05036607
34,93,.42652623,.10185253,.2188863,.2057927,8,.00518697,.02395561,.09096231,.02229412,.04344277,.09336075
34,94,.41215892,-.04099638,.23826521,.23915271,9,.00084035,.02838515,.08493749,-.00976801,-.01689702,.09820313
34,95,.3830568,-.06042122,.20690063,.2611809,10,.00182536,.02140394,.07336625,-.01250119,-.02314476,.07925469
34,96,.38403737,-.20973826,.15606407,.28445345,11,.02199507,.012178,.07374235,-.03273261,-.08054733,.05993444
35,86,-.62087558,-.28444079,-.15031611,-.42481114,1,.04045328,.01129747,.19274324,.04275603,.17660234,.0933276
35,87,-.63515165,-.36803199,-.09060401,-.41217567,2,.06772377,.00410454,.20170881,.03334518,.23375612,.05754729
35,88,-.62498743,-.25848778,-.15400454,-.45257064,3,.03340797,.0118587,.19530464,.03980829,.16155161,.0962509
35,89,-.58849396,-.57945316,.08640264,-.30657852,4,.16788298,.00373271,.17316257,-.05006628,.34100469,-.05084743
35,90,-.59891806,-.4329835,-.00783354,-.46232703,5,.09373736,.00003068,.17935142,.00339179,.25932164,.00469165
35,91,-.60973276,-.49918418,-.25939103,-.63270951,6,.12459242,.03364185,.18588702,.1294839,.30436895,.15815921
35,92,-.52715085,-.57066321,-.29786436,-.66563028,7,.16282825,.04436159,.13894401,.16998024,.3008256,.15701945
35,93,-.54715148,-.51175605,-.38146402,-.90771608,8,.13094713,.0727574,.14968737,.19521652,.28000808,.2087186
35,94,-.42765476,-.71677552,-.55886744,-.87975617,9,.25688357,.15616641,.0914443,.4005825,.30653246,.23900232
35,95,-.43401916,-.76803327,-.4046205,-.80484522,10,.29493755,.08185887,.09418632,.310762,.33334115,.17561305
35,96,-.44842655,-.8760032,-.41137787,-.9524798,11,.3836908,.08461587,.10054319,.36036833,.39282309,.18447276
36,86,.46775783,.64698463,.48553934,.56096732,1,.20929456,.11787422,.1093987,.31413649,.30263213,.22711483
36,87,.44577322,.40563421,.31403378,.46454172,2,.08226956,.04930861,.09935688,.12738284,.18082087,.13998785
36,88,.42676374,.31890246,.40603244,.49890258,3,.05084939,.08243117,.09106365,.12948475,.13609601,.17327992
36,89,.40334767,.0798736,.45197595,.59252815,4,.0031899,.10214113,.08134467,.03610095,.03221683,.18230345
36,90,.39920625,.2540443,.17641526,.39208486,5,.03226925,.01556117,.07968282,.04481729,.10141607,.07042608
36,91,.38480925,.13379666,.22225546,.40627027,6,.00895077,.02469875,.07403908,.02973704,.05148619,.08552596
36,92,.36182818,.17973957,.45649781,.62531017,7,.01615316,.10419513,.06545982,.08205072,.06503484,.16517377
36,93,.34659567,.17199621,.45710797,.64926491,8,.01479135,.10447385,.06006428,.07862084,.05961314,.15843164
36,94,.33422436,.23935906,.28905215,.44318878,9,.02864638,.04177557,.05585296,.06918725,.07999963,.09660827
36,95,.31257059,.08654841,.47292441,.55634346,10,.00374531,.11182875,.04885019,.04093086,.02705249,.14782226
36,96,.2967042,.06608032,.43934992,.61185839,11,.0021833,.09651418,.04401669,.02903239,.01960631,.13035697
37,86,-1.3578686,-1.3276491,-.93531459,-1.2746296,1,.88132601,.43740669,.92190352,1.2417695,1.8027729,1.2700343
